MICE_ID_RAR_INDIVIDUAL,STRAIN,ID,RACK,LOCATION,ROOM,DATE_OF_BIRTH,SEX,DIET,AGE_OLD_WEEKS,WEEK_WITH_FAT_DIET,FOOD_WEIGHT_START_G,FOOD_WEIGHT_END_G,BODY_WEIGHT_G,DATE,COMMENTS,NEW_FOOD_END_SESSION_G,IN_SABLE,DIET_FORMULA,LOT_FOOD,ANIMAL_VENDOR,STRAIN_CODE_VENDOR,BASAL_GLU_mg_dL,FASTED_GLU_mg_dL,PROTOCOL_NUMBER_IACUC
B00002447874,C57BL/6J,7874,6A,K5,370-F,7/9/24,F,HFD,17.5,9.5,17.2,11.06,,11/11/24,,15.35,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447875,C57BL/6J,7875,6A,L5,370-F,7/9/24,F,HFD,17.5,9.5,17.79,11.09,,11/11/24,,15.98,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447879,C57BL/6J,7879,6A,M5,370-F,7/9/24,F,HFD,17.5,9.5,16.65,10.13,,11/11/24,,16.67,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447864,C57BL/6J,7864,6A,H6,370-F,7/9/24,M,HFD,17.5,9.5,16.55,7.26,,11/11/24,,14.43,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447865,C57BL/6J,7865,6A,I6,370-F,7/9/24,M,HFD,17.5,9.5,17.27,8.4,,11/11/24,,17.38,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447860,C57BL/6J,7860,6A,J6,370-F,7/9/24,M,HFD,17.5,9.5,16.63,8.47,,11/11/24,,15.77,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447861,C57BL/6J,7861,6A,K6,370-F,7/9/24,M,HFD,17.5,9.5,17.42,9.68,,11/11/24,,17,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447866,C57BL/6J,7866,6A,L6,370-F,7/9/24,M,HFD,17.5,9.5,16.85,9.2,,11/11/24,,15.69,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447862,C57BL/6J,7862,6A,M6,370-F,7/9/24,M,HFD,17.5,9.5,17.47,8.78,,11/11/24,,17.25,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447867,C57BL/6J,7867,6A,N6,370-F,7/9/24,M,HFD,17.5,9.5,17.84,9.88,,11/11/24,,18.66,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447863,C57BL/6J,7863,6A,H7,370-F,7/9/24,M,HFD,17.5,9.5,16.36,9.17,,11/11/24,,17.38,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447880,C57BL/6J,7880,6A,I7,370-F,7/9/24,F,LFD,17.5,9.5,16.31,8.58,,11/11/24,,18.61,NO,D12450Ki,24080209i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447881,C57BL/6J,7881,6A,J7,370-F,7/9/24,F,LFD,17.5,9.5,17.9,10.33,,11/11/24,,16.39,NO,D12450Ki,24080209i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447882,C57BL/6J,7882,6A,K7,370-F,7/9/24,F,LFD,17.5,9.5,17.16,9.83,,11/11/24,,13.86,NO,D12450Ki,24080209i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447883,C57BL/6J,7883,6A,L7,370-F,7/9/24,F,LFD,17.5,9.5,17.91,10.39,,11/11/24,,15.56,NO,D12450Ki,24080209i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447868,C57BL/6J,7868,6A,M7,370-F,7/9/24,M,LFD,17.5,9.5,16.91,9.68,,11/11/24,,15.91,NO,D12450Ki,24080209i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447869,C57BL/6J,7869,6A,N7,370-F,7/9/24,M,LFD,17.5,9.5,18.02,9.79,,11/11/24,,16,NO,D12450Ki,24080209i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447870,C57BL/6J,7870,6A,H8,370-F,7/9/24,M,LFD,17.5,9.5,17.85,10.19,,11/11/24,,12.92,NO,D12450Ki,24080209i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447871,C57BL/6J,7871,6A,I8,370-F,7/9/24,M,LFD,17.5,9.5,18.61,9.65,,11/11/24,,19.12,NO,D12450Ki,24080209i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447876,C57BL/6J,7876,6A,L4,370-F,7/9/24,F,HFD,18,10,18.31,14,20,11/13/24,CS_SERIES_SCALE,,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447872,C57BL/6J,7872,6A,M4,370-F,7/9/24,F,HFD,18,10,14.5,10,19,11/13/24,CS_SERIES_SCALE,,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447877,C57BL/6J,7877,6A,N4,370-F,7/9/24,F,HFD,18,10,14.02,10,21,11/13/24,CS_SERIES_SCALE,,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447878,C57BL/6J,7878,6A,H5,370-F,7/9/24,F,HFD,18,10,16.49,12,20,11/13/24,CS_SERIES_SCALE,,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447873,C57BL/6J,7873,6A,J5,370-F,7/9/24,F,HFD,18,10,16.73,12,22,11/13/24,CS_SERIES_SCALE,,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447874,C57BL/6J,7874,6A,K5,370-F,7/9/24,F,HFD,18,10,15.35,10,20,11/13/24,CS_SERIES_SCALE,,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447875,C57BL/6J,7875,6A,L5,370-F,7/9/24,F,HFD,18,10,15.98,11,21,11/13/24,CS_SERIES_SCALE,,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447879,C57BL/6J,7879,6A,M5,370-F,7/9/24,F,HFD,18,10,16.67,12,21,11/13/24,CS_SERIES_SCALE,,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447864,C57BL/6J,7864,6A,H6,370-F,7/9/24,M,HFD,18,10,14.43,9,33,11/13/24,CS_SERIES_SCALE,,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447865,C57BL/6J,7865,6A,I6,370-F,7/9/24,M,HFD,18,10,17.38,11,36,11/13/24,CS_SERIES_SCALE,,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447860,C57BL/6J,7860,6A,J6,370-F,7/9/24,M,HFD,18,10,15.77,10,32,11/13/24,,,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447861,C57BL/6J,7861,6A,K6,370-F,7/9/24,M,HFD,18,10,17,10,32,11/13/24,CS_SERIES_SCALE,,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447866,C57BL/6J,7866,6A,L6,370-F,7/9/24,M,HFD,18,10,15.69,11,27,11/13/24,CS_SERIES_SCALE,,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447862,C57BL/6J,7862,6A,M6,370-F,7/9/24,M,HFD,18,10,17.25,11,31,11/13/24,CS_SERIES_SCALE,,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447867,C57BL/6J,7867,6A,N6,370-F,7/9/24,M,HFD,18,10,18.66,12,30,11/13/24,CS_SERIES_SCALE,,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447863,C57BL/6J,7863,6A,H7,370-F,7/9/24,M,HFD,18,10,17.38,11,31,11/13/24,CS_SERIES_SCALE,,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447880,C57BL/6J,7880,6A,I7,370-F,7/9/24,F,LFD,18,10,18.61,14,19,11/13/24,CS_SERIES_SCALE,,NO,D12450Ki,24080209i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447881,C57BL/6J,7881,6A,J7,370-F,7/9/24,F,LFD,18,10,16.39,12,20,11/13/24,CS_SERIES_SCALE,,NO,D12450Ki,24080209i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447882,C57BL/6J,7882,6A,K7,370-F,7/9/24,F,LFD,18,10,13.86,8,20,11/13/24,CS_SERIES_SCALE,,NO,D12450Ki,24080209i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447883,C57BL/6J,7883,6A,L7,370-F,7/9/24,F,LFD,18,10,15.56,11,19,11/13/24,CS_SERIES_SCALE,,NO,D12450Ki,24080209i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447868,C57BL/6J,7868,6A,M7,370-F,7/9/24,M,LFD,18,10,15.91,10,25,11/13/24,CS_SERIES_SCALE,,NO,D12450Ki,24080209i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447869,C57BL/6J,7869,6A,N7,370-F,7/9/24,M,LFD,18,10,16,10,26,11/13/24,CS_SERIES_SCALE,,NO,D12450Ki,24080209i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447870,C57BL/6J,7870,6A,H8,370-F,7/9/24,M,LFD,18,10,12.92,8,22,11/13/24,CS_SERIES_SCALE,,NO,D12450Ki,24080209i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447871,C57BL/6J,7871,6A,I8,370-F,7/9/24,M,LFD,18,10,19.12,12,30,11/13/24,CS_SERIES_SCALE,,NO,D12450Ki,24080209i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447876,C57BL/6J,7876,6A,L4,370-F,7/9/24,F,HFD,18.3,10.3,14,10.02,,11/15/24,,14.25,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447872,C57BL/6J,7872,6A,M4,370-F,7/9/24,F,HFD,18.3,10.3,10,6.76,,11/15/24,,13.86,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447877,C57BL/6J,7877,6A,N4,370-F,7/9/24,F,HFD,18.3,10.3,10,5.39,,11/15/24,,13.98,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447878,C57BL/6J,7878,6A,H5,370-F,7/9/24,F,HFD,18.3,10.3,12,8.04,,11/15/24,,16.45,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447873,C57BL/6J,7873,6A,J5,370-F,7/9/24,F,HFD,18.3,10.3,12,7.94,,11/15/24,,13.53,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447874,C57BL/6J,7874,6A,K5,370-F,7/9/24,F,HFD,18.3,10.3,10,6.59,,11/15/24,,14.24,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447875,C57BL/6J,7875,6A,L5,370-F,7/9/24,F,HFD,18.3,10.3,11,6.36,,11/15/24,,13.8,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447879,C57BL/6J,7879,6A,M5,370-F,7/9/24,F,HFD,18.3,10.3,12,7.81,,11/15/24,,14.43,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447864,C57BL/6J,7864,6A,H6,370-F,7/9/24,M,HFD,18.3,10.3,9,4.33,,11/15/24,,13.89,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447865,C57BL/6J,7865,6A,I6,370-F,7/9/24,M,HFD,18.3,10.3,11,5.16,,11/15/24,,14.37,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447860,C57BL/6J,7860,6A,J6,370-F,7/9/24,M,HFD,18.3,10.3,10,6.38,,11/15/24,,14.03,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447861,C57BL/6J,7861,6A,K6,370-F,7/9/24,M,HFD,18.3,10.3,10,7.74,,11/15/24,,15.17,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447866,C57BL/6J,7866,6A,L6,370-F,7/9/24,M,HFD,18.3,10.3,11,6.51,,11/15/24,,14.02,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447862,C57BL/6J,7862,6A,M6,370-F,7/9/24,M,HFD,18.3,10.3,11,6.51,,11/15/24,,13.87,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447867,C57BL/6J,7867,6A,N6,370-F,7/9/24,M,HFD,18.3,10.3,12,8.39,,11/15/24,,14.16,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447863,C57BL/6J,7863,6A,H7,370-F,7/9/24,M,HFD,18.3,10.3,11,6.6,,11/15/24,,13.9,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447880,C57BL/6J,7880,6A,I7,370-F,7/9/24,F,LFD,18.3,10.3,14,9.15,,11/15/24,,14.56,NO,D12450Ki,24080209i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447881,C57BL/6J,7881,6A,J7,370-F,7/9/24,F,LFD,18.3,10.3,12,6.61,,11/15/24,,14.75,NO,D12450Ki,24080209i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447882,C57BL/6J,7882,6A,K7,370-F,7/9/24,F,LFD,18.3,10.3,8,2.94,,11/15/24,,14.81,NO,D12450Ki,24080209i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447883,C57BL/6J,7883,6A,L7,370-F,7/9/24,F,LFD,18.3,10.3,11,5.79,,11/15/24,,15.28,NO,D12450Ki,24080209i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447868,C57BL/6J,7868,6A,M7,370-F,7/9/24,M,LFD,18.3,10.3,10,5.64,,11/15/24,,14.09,NO,D12450Ki,24080209i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447869,C57BL/6J,7869,6A,N7,370-F,7/9/24,M,LFD,18.3,10.3,10,4.8,,11/15/24,,14.13,NO,D12450Ki,24080209i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447870,C57BL/6J,7870,6A,H8,370-F,7/9/24,M,LFD,18.3,10.3,8,1.81,,11/15/24,,14.98,NO,D12450Ki,24080209i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447871,C57BL/6J,7871,6A,I8,370-F,7/9/24,M,LFD,18.3,10.3,12,7.49,,11/15/24,,13.49,NO,D12450Ki,24080209i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447876,C57BL/6J,7876,6A,L4,370-F,7/9/24,F,HFD,18.5,10.5,14.25,7,,11/18/24,,13.33,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447872,C57BL/6J,7872,6A,M4,370-F,7/9/24,F,HFD,18.5,10.5,13.86,8.06,,11/18/24,,12.96,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447877,C57BL/6J,7877,6A,N4,370-F,7/9/24,F,HFD,18.5,10.5,13.98,6.5,,11/18/24,,16.95,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447878,C57BL/6J,7878,6A,H5,370-F,7/9/24,F,HFD,18.5,10.5,16.45,10.2,,11/18/24,,14.66,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447873,C57BL/6J,7873,6A,J5,370-F,7/9/24,F,HFD,18.5,10.5,13.53,6.32,,11/18/24,,13.75,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447874,C57BL/6J,7874,6A,K5,370-F,7/9/24,F,HFD,18.5,10.5,14.24,7.81,,11/18/24,,14.13,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447875,C57BL/6J,7875,6A,L5,370-F,7/9/24,F,HFD,18.5,10.5,13.8,8.25,,11/18/24,,13.78,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447879,C57BL/6J,7879,6A,M5,370-F,7/9/24,F,HFD,18.5,10.5,14.43,7.03,,11/18/24,,13.91,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447864,C57BL/6J,7864,6A,H6,370-F,7/9/24,M,HFD,18.5,10.5,13.89,6.39,,11/18/24,,14.23,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447865,C57BL/6J,7865,6A,I6,370-F,7/9/24,M,HFD,18.5,10.5,14.37,5.05,,11/18/24,,16.43,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447860,C57BL/6J,7860,6A,J6,370-F,7/9/24,M,HFD,18.5,10.5,14.03,6.25,,11/18/24,,15.42,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447861,C57BL/6J,7861,6A,K6,370-F,7/9/24,M,HFD,18.5,10.5,15.17,7.35,,11/18/24,,15.18,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447866,C57BL/6J,7866,6A,L6,370-F,7/9/24,M,HFD,18.5,10.5,14.02,6.02,,11/18/24,,15.77,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447862,C57BL/6J,7862,6A,M6,370-F,7/9/24,M,HFD,18.5,10.5,13.87,6.02,,11/18/24,,17.07,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447867,C57BL/6J,7867,6A,N6,370-F,7/9/24,M,HFD,18.5,10.5,14.16,6.73,,11/18/24,,16.66,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447863,C57BL/6J,7863,6A,H7,370-F,7/9/24,M,HFD,18.5,10.5,13.9,6.34,,11/18/24,,15.79,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447880,C57BL/6J,7880,6A,I7,370-F,7/9/24,F,LFD,18.5,10.5,14.56,7.33,,11/18/24,,14.67,NO,D12450Ki,24080209i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447881,C57BL/6J,7881,6A,J7,370-F,7/9/24,F,LFD,18.5,10.5,14.75,7.32,,11/18/24,,16.82,NO,D12450Ki,24080209i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447882,C57BL/6J,7882,6A,K7,370-F,7/9/24,F,LFD,18.5,10.5,14.81,6.86,,11/18/24,,14.98,NO,D12450Ki,24080209i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447883,C57BL/6J,7883,6A,L7,370-F,7/9/24,F,LFD,18.5,10.5,15.28,8.33,,11/18/24,,16.68,NO,D12450Ki,24080209i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447868,C57BL/6J,7868,6A,M7,370-F,7/9/24,M,LFD,18.5,10.5,14.09,6.57,,11/18/24,,16.16,NO,D12450Ki,24080209i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447869,C57BL/6J,7869,6A,N7,370-F,7/9/24,M,LFD,18.5,10.5,14.13,6.08,,11/18/24,,15.17,NO,D12450Ki,24080209i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447870,C57BL/6J,7870,6A,H8,370-F,7/9/24,M,LFD,18.5,10.5,14.98,7.77,,11/18/24,,15.36,NO,D12450Ki,24080209i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447871,C57BL/6J,7871,6A,I8,370-F,7/9/24,M,LFD,18.5,10.5,13.49,4.03,,11/18/24,,16.57,NO,D12450Ki,24080209i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447876,C57BL/6J,7876,6A,L4,370-F,7/9/24,F,HFD,19,11,13.33,9.19,20.3,11/20/24,,,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447872,C57BL/6J,7872,6A,M4,370-F,7/9/24,F,HFD,19,11,12.96,8.97,19.19,11/20/24,,,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447877,C57BL/6J,7877,6A,N4,370-F,7/9/24,F,HFD,19,11,16.95,12.76,21.83,11/20/24,,,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447878,C57BL/6J,7878,6A,H5,370-F,7/9/24,F,HFD,19,11,14.66,9.96,20.54,11/20/24,,,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447873,C57BL/6J,7873,6A,J5,370-F,7/9/24,F,HFD,19,11,13.75,8.43,20.46,11/20/24,,,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447874,C57BL/6J,7874,6A,K5,370-F,7/9/24,F,HFD,19,11,14.13,9.86,20.53,11/20/24,,,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447875,C57BL/6J,7875,6A,L5,370-F,7/9/24,F,HFD,19,11,13.78,8.71,21.06,11/20/24,,,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447879,C57BL/6J,7879,6A,M5,370-F,7/9/24,F,HFD,19,11,13.91,9.9,20.88,11/20/24,,,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447864,C57BL/6J,7864,6A,H6,370-F,7/9/24,M,HFD,19,11,14.23,8.95,32.91,11/20/24,,,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447865,C57BL/6J,7865,6A,I6,370-F,7/9/24,M,HFD,19,11,16.43,9.64,38.23,11/20/24,,,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447860,C57BL/6J,7860,6A,J6,370-F,7/9/24,M,HFD,19,11,15.42,9.27,33.41,11/20/24,,,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447861,C57BL/6J,7861,6A,K6,370-F,7/9/24,M,HFD,19,11,15.18,9.16,31.36,11/20/24,,,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447866,C57BL/6J,7866,6A,L6,370-F,7/9/24,M,HFD,19,11,15.77,10.96,26.21,11/20/24,,,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447862,C57BL/6J,7862,6A,M6,370-F,7/9/24,M,HFD,19,11,17.07,11.31,31.15,11/20/24,,,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447867,C57BL/6J,7867,6A,N6,370-F,7/9/24,M,HFD,19,11,16.66,11.35,30.8,11/20/24,,,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447863,C57BL/6J,7863,6A,H7,370-F,7/9/24,M,HFD,19,11,15.79,10.14,31.52,11/20/24,,,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447880,C57BL/6J,7880,6A,I7,370-F,7/9/24,F,LFD,19,11,14.67,10.13,18.92,11/20/24,,,NO,D12450Ki,24080209i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447881,C57BL/6J,7881,6A,J7,370-F,7/9/24,F,LFD,19,11,16.82,11.51,20.51,11/20/24,,,NO,D12450Ki,24080209i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447882,C57BL/6J,7882,6A,K7,370-F,7/9/24,F,LFD,19,11,14.98,10.18,19.66,11/20/24,,,NO,D12450Ki,24080209i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447883,C57BL/6J,7883,6A,L7,370-F,7/9/24,F,LFD,19,11,16.68,12.77,18.74,11/20/24,,,NO,D12450Ki,24080209i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447868,C57BL/6J,7868,6A,M7,370-F,7/9/24,M,LFD,19,11,16.16,11.38,24.61,11/20/24,,,NO,D12450Ki,24080209i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447869,C57BL/6J,7869,6A,N7,370-F,7/9/24,M,LFD,19,11,15.17,9.56,26.53,11/20/24,,,NO,D12450Ki,24080209i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447870,C57BL/6J,7870,6A,H8,370-F,7/9/24,M,LFD,19,11,15.36,10.3,22.62,11/20/24,,,NO,D12450Ki,24080209i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447871,C57BL/6J,7871,6A,I8,370-F,7/9/24,M,LFD,19,11,16.57,9.72,30.79,11/20/24,,,NO,D12450Ki,24080209i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447876,C57BL/6J,7876,6A,L4,370-F,7/9/24,F,HFD,19.3,11.3,9.19,4.23,,11/22/24,,14.52,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447872,C57BL/6J,7872,6A,M4,370-F,7/9/24,F,HFD,19.3,11.3,8.97,5.07,,11/22/24,,13.03,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447877,C57BL/6J,7877,6A,N4,370-F,7/9/24,F,HFD,19.3,11.3,12.76,7.99,,11/22/24,,14.51,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447878,C57BL/6J,7878,6A,H5,370-F,7/9/24,F,HFD,19.3,11.3,9.96,5.82,,11/22/24,,14.97,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447873,C57BL/6J,7873,6A,J5,370-F,7/9/24,F,HFD,19.3,11.3,8.43,4.36,,11/22/24,,10.03,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447874,C57BL/6J,7874,6A,K5,370-F,7/9/24,F,HFD,19.3,11.3,9.86,6.53,,11/22/24,,14.3,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447875,C57BL/6J,7875,6A,L5,370-F,7/9/24,F,HFD,19.3,11.3,8.71,4.1,,11/22/24,,13.75,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447879,C57BL/6J,7879,6A,M5,370-F,7/9/24,F,HFD,19.3,11.3,9.9,5.83,,11/22/24,,14,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447864,C57BL/6J,7864,6A,H6,370-F,7/9/24,M,HFD,19.3,11.3,8.95,4.18,,11/22/24,,12.81,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447865,C57BL/6J,7865,6A,I6,370-F,7/9/24,M,HFD,19.3,11.3,9.64,4.86,,11/22/24,,12.84,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447860,C57BL/6J,7860,6A,J6,370-F,7/9/24,M,HFD,19.3,11.3,9.27,5.07,,11/22/24,,14.47,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447861,C57BL/6J,7861,6A,K6,370-F,7/9/24,M,HFD,19.3,11.3,9.16,6.47,,11/22/24,,13.57,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447866,C57BL/6J,7866,6A,L6,370-F,7/9/24,M,HFD,19.3,11.3,10.96,6.4,,11/22/24,,13.47,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447862,C57BL/6J,7862,6A,M6,370-F,7/9/24,M,HFD,19.3,11.3,11.31,6.86,,11/22/24,,14.86,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
B00002447867,C57BL/6J,7867,6A,N6,370-F,7/9/24,M,HFD,19.3,11.3,11.35,7.1,,11/22/24,,14.59,NO,D12451i,24072303i,JACKSON_LABORATORIES,664,,,2303-40942A
